Wavelength (nm),Sum(calc),Cr I (1.6e-2),Cr II (1.6e-1),Fe I (1.1e-1),Fe II (5.9e-1),Fe III (7.9e-5),Ni I (2.7e-2),Ni II (8.6e-2),Ni III (2.9e-6),Mo I (1.4e-3)
503.44,5.508e+2,1.276e-16,,8.934e-9,7.985e+0,1.726e-27,5.413e+2,,7.496e-27,1.504e+0
503.47,5.965e+2,1.275e-16,,2.759e-9,8.332e+0,1.722e-27,5.867e+2,,7.497e-27,1.520e+0
503.49,6.194e+2,1.274e-16,,1.241e-9,8.521e+0,1.719e-27,6.093e+2,,7.498e-27,1.580e+0
503.52,6.403e+2,1.272e-16,,3.652e-10,8.705e+0,1.715e-27,6.299e+2,,7.498e-27,1.727e+0
503.54,6.444e+2,1.271e-16,,1.591e-10,8.745e+0,1.712e-27,6.338e+2,,7.499e-27,1.854e+0
503.57,6.356e+2,1.270e-16,,4.467e-11,8.660e+0,1.708e-27,6.249e+2,,7.500e-27,2.069e+0
503.59,6.200e+2,1.269e-16,,1.885e-11,8.500e+0,1.706e-27,6.093e+2,,7.500e-27,2.218e+0
503.62,5.835e+2,1.267e-16,,5.047e-12,8.105e+0,1.702e-27,5.730e+2,,7.501e-27,2.429e+0
503.64,5.516e+2,1.266e-16,,2.063e-12,7.747e+0,1.699e-27,5.413e+2,,7.501e-27,2.553e+0
503.67,4.953e+2,1.265e-16,,5.267e-13,7.087e+0,1.695e-27,4.855e+2,,7.502e-27,2.698e+0
503.69,4.538e+2,1.264e-16,,2.086e-13,6.582e+0,1.693e-27,4.444e+2,,7.503e-27,2.760e+0
503.72,3.887e+2,1.262e-16,,5.078e-14,5.763e+0,1.689e-27,3.802e+2,,7.503e-27,2.794e+0
503.74,3.452e+2,1.261e-16,,1.948e-14,5.195e+0,1.686e-27,3.372e+2,,7.504e-27,2.775e+0
503.76,3.027e+2,1.260e-16,,7.382e-15,4.627e+0,1.683e-27,2.954e+2,,7.504e-27,2.722e+0
503.79,2.429e+2,1.258e-16,,1.681e-15,3.802e+0,1.679e-27,2.365e+2,,7.505e-27,2.586e+0
503.81,2.064e+2,1.257e-16,,6.171e-16,3.284e+0,1.677e-27,2.007e+2,,7.506e-27,2.462e+0
503.84,1.580e+2,1.256e-16,,1.340e-16,2.577e+0,1.673e-27,1.532e+2,,7.506e-27,2.239e+0
503.86,1.302e+2,1.255e-16,,1.358e-16,2.159e+0,1.670e-27,1.260e+2,,7.507e-27,2.073e+0
503.89,9.520e+1,1.253e-16,,1.385e-16,1.618e+0,1.666e-27,9.176e+1,,7.508e-27,1.813e+0
503.91,7.608e+1,1.252e-16,,1.404e-16,1.316e+0,1.663e-27,7.312e+1,,7.508e-27,1.643e+0
503.94,5.314e+1,1.251e-16,,1.431e-16,9.467e-1,1.659e-27,5.079e+1,,7.509e-27,1.407e+0
503.96,4.123e+1,1.250e-16,,1.449e-16,7.516e-1,1.657e-27,3.921e+1,,7.509e-27,1.271e+0
503.99,2.762e+1,1.248e-16,,1.476e-16,5.274e-1,1.653e-27,2.598e+1,,7.510e-27,1.112e+0
504.01,2.089e+1,1.247e-16,,1.494e-16,4.181e-1,1.650e-27,1.943e+1,,7.511e-27,1.043e+0
504.04,1.359e+1,1.246e-16,,1.522e-16,3.051e-1,1.646e-27,1.228e+1,,7.511e-27,1.003e+0
504.06,1.019e+1,1.245e-16,,1.540e-16,2.593e-1,1.644e-27,8.902e+0,,7.512e-27,1.025e+0
504.09,6.731e+0,1.243e-16,,1.567e-16,2.282e-1,1.640e-27,5.369e+0,,7.513e-27,1.134e+0
504.11,5.266e+0,1.242e-16,,1.585e-16,2.297e-1,1.637e-27,3.776e+0,,7.513e-27,1.260e+0
504.13,4.306e+0,1.241e-16,,1.603e-16,2.474e-1,1.634e-27,2.628e+0,,7.514e-27,1.430e+0
504.16,3.573e+0,1.239e-16,,1.631e-16,3.020e-1,1.630e-27,1.505e+0,,7.514e-27,1.766e+0
504.18,3.438e+0,1.238e-16,,1.649e-16,3.563e-1,1.628e-27,1.040e+0,,7.515e-27,2.042e+0
504.21,3.615e+0,1.237e-16,,1.676e-16,4.633e-1,1.624e-27,6.274e-1,,7.516e-27,2.524e+0
504.23,3.927e+0,1.236e-16,,1.694e-16,5.511e-1,1.621e-27,4.902e-1,,7.516e-27,2.886e+0
504.26,4.617e+0,1.234e-16,,1.721e-16,7.056e-1,1.617e-27,4.388e-1,,7.517e-27,3.472e+0
504.28,5.200e+0,1.233e-16,,1.740e-16,8.224e-1,1.614e-27,4.949e-1,,7.517e-27,3.883e+0
504.31,6.241e+0,1.232e-16,,1.767e-16,1.014e+0,1.610e-27,7.187e-1,,7.518e-27,4.508e+0
504.33,7.048e+0,1.231e-16,,1.785e-16,1.151e+0,1.608e-27,9.769e-1,,7.519e-27,4.920e+0
504.36,8.449e+0,1.229e-16,,1.812e-16,1.362e+0,1.604e-27,1.577e+0,,7.519e-27,5.510e+0
504.38,9.539e+0,1.228e-16,,1.830e-16,1.504e+0,1.601e-27,2.159e+0,,7.520e-27,5.876e+0
504.41,1.148e+1,1.227e-16,,1.858e-16,1.708e+0,1.597e-27,3.398e+0,,7.521e-27,6.374e+0
504.43,1.304e+1,1.226e-16,,1.876e-16,1.836e+0,1.595e-27,4.533e+0,,7.521e-27,6.667e+0
504.46,1.588e+1,1.224e-16,,1.903e-16,2.007e+0,1.591e-27,6.825e+0,,7.522e-27,7.048e+0
504.48,1.820e+1,1.223e-16,,1.921e-16,2.103e+0,1.588e-27,8.827e+0,,7.522e-27,7.266e+0
504.51,2.244e+1,1.221e-16,,1.949e-16,2.217e+0,1.584e-27,1.268e+1,,7.523e-27,7.545e+0
504.53,2.587e+1,1.220e-16,,1.967e-16,2.271e+0,1.581e-27,1.590e+1,,7.524e-27,7.705e+0
504.55,2.983e+1,1.219e-16,,1.985e-16,2.307e+0,1.579e-27,1.968e+1,,7.524e-27,7.848e+0
504.58,3.683e+1,1.218e-16,,2.012e-16,2.325e+0,1.575e-27,2.647e+1,,7.525e-27,8.035e+0
504.6,4.222e+1,1.217e-16,,2.030e-16,2.315e+0,1.572e-27,3.176e+1,,7.525e-27,8.144e+0
504.63,5.131e+1,1.215e-16,,2.058e-16,2.269e+0,1.568e-27,4.076e+1,,7.526e-27,8.279e+0
504.65,5.795e+1,1.214e-16,,2.076e-16,2.220e+0,1.565e-27,4.739e+1,,7.527e-27,8.345e+0
504.68,6.853e+1,1.213e-16,,2.103e-16,2.122e+0,1.561e-27,5.802e+1,,7.527e-27,8.396e+0
504.7,7.580e+1,1.212e-16,,2.121e-16,2.042e+0,1.559e-27,6.537e+1,,7.528e-27,8.387e+0
504.73,8.655e+1,1.210e-16,,2.148e-16,1.905e+0,1.555e-27,7.635e+1,,7.529e-27,8.294e+0
504.75,9.334e+1,1.209e-16,,2.167e-16,1.804e+0,1.552e-27,8.337e+1,,7.529e-27,8.170e+0
504.78,1.024e+2,1.208e-16,,2.194e-16,1.642e+0,1.548e-27,9.290e+1,,7.530e-27,7.880e+0
504.8,1.074e+2,1.207e-16,,2.212e-16,1.529e+0,1.546e-27,9.830e+1,,7.530e-27,7.616e+0
504.83,1.130e+2,1.205e-16,,2.239e-16,1.355e+0,1.542e-27,1.045e+2,,7.531e-27,7.114e+0
504.85,1.151e+2,1.204e-16,,2.257e-16,1.238e+0,1.539e-27,1.072e+2,,7.532e-27,6.718e+0
504.88,1.158e+2,1.202e-16,,2.285e-16,1.065e+0,1.535e-27,1.087e+2,,7.532e-27,6.046e+0
504.9,1.145e+2,1.201e-16,,2.303e-16,9.535e-1,1.532e-27,1.080e+2,,7.533e-27,5.561e+0
504.92,1.119e+2,1.200e-16,,2.321e-16,8.458e-1,1.530e-27,1.060e+2,,7.533e-27,5.059e+0
504.95,1.056e+2,1.199e-16,,2.348e-16,6.942e-1,1.526e-27,1.006e+2,,7.534e-27,4.297e+0
504.97,1.001e+2,1.198e-16,,2.366e-16,6.011e-1,1.523e-27,9.571e+1,,7.535e-27,3.798e+0
505,9.026e+1,1.196e-16,,2.394e-16,4.752e-1,1.519e-27,8.670e+1,,7.535e-27,3.087e+0
505.02,8.296e+1,1.195e-16,,2.412e-16,4.010e-1,1.516e-27,7.991e+1,,7.536e-27,2.649e+0
505.05,7.142e+1,1.194e-16,,2.439e-16,3.045e-1,1.512e-27,6.906e+1,,7.537e-27,2.058e+0
505.07,6.364e+1,1.193e-16,,2.457e-16,2.500e-1,1.510e-27,6.168e+1,,7.537e-27,1.713e+0
505.1,5.231e+1,1.191e-16,,2.485e-16,1.820e-1,1.506e-27,5.085e+1,,7.538e-27,1.271e+0
505.12,4.519e+1,1.190e-16,,2.503e-16,1.452e-1,1.503e-27,4.402e+1,,7.539e-27,1.026e+0
505.15,3.545e+1,1.189e-16,,2.530e-16,1.012e-1,1.499e-27,3.462e+1,,7.539e-27,7.269e-1
505.17,2.969e+1,1.188e-16,,2.548e-16,7.842e-2,1.497e-27,2.904e+1,,7.540e-27,5.690e-1
505.2,2.223e+1,1.186e-16,,2.575e-16,5.228e-2,1.493e-27,2.179e+1,,7.541e-27,3.854e-1
505.22,1.805e+1,1.185e-16,,2.594e-16,3.930e-2,1.490e-27,1.772e+1,,7.541e-27,2.932e-1
505.25,1.290e+1,1.183e-16,,2.621e-16,2.504e-2,1.486e-27,1.268e+1,,7.542e-27,1.916e-1
505.27,1.015e+1,1.182e-16,,2.639e-16,1.826e-2,1.483e-27,9.991e+0,,7.542e-27,1.439e-1
505.29,7.895e+0,1.181e-16,,2.657e-16,1.316e-2,1.481e-27,7.773e+0,,7.543e-27,1.091e-1
505.32,5.295e+0,1.180e-16,,2.684e-16,7.895e-3,1.477e-27,5.209e+0,,7.544e-27,7.739e-2
505.34,4.001e+0,1.179e-16,,2.703e-16,5.558e-3,1.474e-27,3.928e+0,,7.544e-27,6.800e-2
505.37,2.585e+0,1.177e-16,,2.730e-16,3.289e-3,1.470e-27,2.511e+0,,7.545e-27,7.060e-2
505.39,1.921e+0,1.176e-16,,2.748e-16,2.384e-3,1.467e-27,1.835e+0,,7.545e-27,8.415e-2
505.42,1.247e+0,1.175e-16,,2.775e-16,1.699e-3,1.463e-27,1.119e+0,,7.546e-27,1.258e-1
505.44,9.657e-1,1.174e-16,,2.793e-16,1.625e-3,1.461e-27,7.925e-1,,7.547e-27,1.716e-1
505.47,7.398e-1,1.172e-16,,2.821e-16,2.091e-3,1.457e-27,4.612e-1,,7.547e-27,2.765e-1
505.49,6.973e-1,1.171e-16,,2.839e-16,2.864e-3,1.454e-27,3.165e-1,,7.548e-27,3.779e-1
505.52,7.740e-1,1.170e-16,,2.866e-16,4.997e-3,1.450e-27,1.757e-1,,7.549e-27,5.933e-1
505.54,9.143e-1,1.169e-16,,2.884e-16,7.345e-3,1.448e-27,1.168e-1,,7.549e-27,7.901e-1
505.57,1.262e+0,1.167e-16,,2.912e-16,1.297e-2,1.444e-27,6.188e-2,,7.550e-27,1.187e+0
505.59,1.592e+0,1.166e-16,,2.930e-16,1.871e-2,1.441e-27,3.988e-2,,7.550e-27,1.534e+0
505.62,2.252e+0,1.164e-16,,2.957e-16,3.174e-2,1.437e-27,2.015e-2,,7.551e-27,2.200e+0
505.64,2.812e+0,1.163e-16,,2.975e-16,4.446e-2,1.434e-27,1.259e-2,,7.552e-27,2.755e+0
505.66,3.477e+0,1.162e-16,,2.993e-16,6.152e-2,1.432e-27,7.762e-3,,7.552e-27,3.408e+0
505.69,4.680e+0,1.161e-16,,3.021e-16,9.781e-2,1.428e-27,3.672e-3,,7.553e-27,4.578e+0
505.71,5.621e+0,1.160e-16,,3.039e-16,1.312e-1,1.425e-27,2.195e-3,,7.553e-27,5.488e+0
505.74,7.235e+0,1.158e-16,,3.066e-16,1.990e-1,1.421e-27,9.905e-4,,7.554e-27,7.035e+0
505.76,8.433e+0,1.157e-16,,3.084e-16,2.587e-1,1.418e-27,5.737e-4,,7.555e-27,8.174e+0
505.79,1.037e+1,1.156e-16,,3.111e-16,3.745e-1,1.414e-27,2.470e-4,,7.555e-27,9.999e+0
505.81,1.173e+1,1.155e-16,,3.130e-16,4.719e-1,1.412e-27,1.387e-4,,7.556e-27,1.126e+1
505.84,1.379e+1,1.153e-16,,3.157e-16,6.519e-1,1.408e-27,5.696e-5,,7.557e-27,1.314e+1
505.86,1.514e+1,1.152e-16,,8.637e-16,7.961e-1,1.405e-27,3.098e-5,,7.557e-27,1.434e+1
505.89,1.703e+1,1.151e-16,,3.819e-15,1.049e+0,1.401e-27,1.214e-5,,7.558e-27,1.598e+1
505.91,1.814e+1,1.150e-16,,1.013e-14,1.242e+0,1.398e-27,6.401e-6,,7.558e-27,1.690e+1
505.94,1.953e+1,1.148e-16,,4.274e-14,1.563e+0,1.395e-27,2.393e-6,,7.559e-27,1.796e+1
505.96,2.021e+1,1.147e-16,,1.099e-13,1.793e+0,1.392e-27,1.223e-6,,7.560e-27,1.842e+1
505.99,2.083e+1,1.145e-16,,4.426e-13,2.152e+0,1.388e-27,4.360e-7,,7.560e-27,1.868e+1
506.01,2.096e+1,1.144e-16,,1.103e-12,2.393e+0,1.385e-27,2.159e-7,,7.561e-27,1.856e+1
506.03,2.085e+1,1.143e-16,,2.716e-12,2.628e+0,1.383e-27,1.055e-7,,7.561e-27,1.822e+1
506.06,2.026e+1,1.142e-16,,1.025e-11,2.955e+0,1.379e-27,3.524e-8,,7.562e-27,1.730e+1
506.08,1.960e+1,1.141e-16,,2.446e-11,3.146e+0,1.376e-27,1.670e-8,,7.563e-27,1.646e+1
506.11,1.829e+1,1.139e-16,,8.809e-11,3.375e+0,1.372e-27,5.320e-9,,7.563e-27,1.492e+1
506.13,1.723e+1,1.138e-16,,2.038e-10,3.483e+0,1.369e-27,2.443e-9,,7.564e-27,1.375e+1
506.16,1.546e+1,1.137e-16,,7.005e-10,3.567e+0,6.215e-27,7.424e-10,,7.565e-27,1.189e+1
506.18,1.420e+1,1.136e-16,,1.571e-9,3.568e+0,1.678e-26,3.303e-10,,7.565e-27,1.063e+1
506.21,1.226e+1,1.134e-16,,5.155e-9,3.489e+0,7.267e-26,9.578e-11,,7.566e-27,8.769e+0
506.23,1.098e+1,1.133e-16,,1.121e-8,3.385e+0,1.902e-25,4.130e-11,,7.566e-27,7.595e+0
506.26,9.144e+0,1.132e-16,,3.510e-8,3.164e+0,7.893e-25,1.142e-11,,7.567e-27,5.980e+0
506.28,8.001e+0,1.131e-16,,7.398e-8,2.981e+0,2.003e-24,4.775e-12,,7.568e-27,5.020e+0
506.31,6.442e+0,1.129e-16,,2.211e-7,2.670e+0,7.909e-24,1.260e-12,,7.568e-27,3.772e+0
506.33,5.518e+0,1.128e-16,,4.518e-7,2.449e+0,1.946e-23,5.103e-13,,7.569e-27,3.069e+0
506.36,4.316e+0,1.126e-16,,1.289e-6,2.116e+0,7.335e-23,1.285e-13,,7.570e-27,2.200e+0
506.38,3.638e+0,1.125e-16,,2.553e-6,1.903e+0,1.749e-22,5.042e-14,,7.570e-27,1.735e+0
506.41,2.799e+0,1.124e-16,,6.953e-6,1.612e+0,6.295e-22,1.245e-14,,7.571e-27,1.187e+0
506.43,2.352e+0,1.123e-16,,1.335e-5,1.445e+0,1.456e-21,5.546e-15,,7.571e-27,9.073e-1
506.45,1.987e+0,1.122e-16,,2.531e-5,1.302e+0,3.325e-21,4.279e-15,,7.572e-27,6.849e-1
506.48,1.580e+0,1.120e-16,,6.458e-5,1.141e+0,1.121e-20,1.218e-14,,7.573e-27,4.388e-1
506.5,1.392e+0,1.119e-16,,1.187e-4,1.071e+0,2.483e-20,3.123e-14,,7.573e-27,3.210e-1
506.53,1.216e+0,1.118e-16,,2.891e-4,1.020e+0,7.994e-20,1.300e-13,,7.574e-27,1.962e-1
506.55,1.161e+0,1.117e-16,,5.152e-4,1.021e+0,1.716e-19,3.322e-13,,7.574e-27,1.392e-1
506.58,1.153e+0,1.115e-16,,1.198e-3,1.071e+0,5.276e-19,1.326e-12,,7.575e-27,8.117e-2
506.6,1.191e+0,1.114e-16,,2.069e-3,1.133e+0,1.098e-18,3.287e-12,,7.576e-27,5.579e-2
506.63,1.297e+0,1.113e-16,,4.590e-3,1.262e+0,3.223e-18,1.253e-11,,7.576e-27,3.105e-2
506.65,1.396e+0,1.112e-16,,7.686e-3,1.368e+0,6.506e-18,3.011e-11,,7.577e-27,2.069e-2
506.68,1.577e+0,1.110e-16,,1.628e-2,1.550e+0,1.823e-17,1.096e-10,,7.578e-27,1.099e-2
506.7,1.716e+0,1.109e-16,,2.642e-2,1.683e+0,3.568e-17,2.555e-10,,7.578e-27,7.094e-3
506.73,1.952e+0,1.107e-16,,5.340e-2,1.895e+0,9.547e-17,8.881e-10,,7.579e-27,3.596e-3
506.75,2.129e+0,1.106e-16,,8.405e-2,2.042e+0,1.812e-16,2.007e-9,,7.579e-27,2.250e-3
506.78,2.432e+0,1.105e-16,,1.621e-1,2.269e+0,4.630e-16,6.663e-9,,7.580e-27,1.088e-3
506.8,2.671e+0,1.104e-16,,2.474e-1,2.422e+0,8.522e-16,1.460e-8,,7.581e-27,6.600e-4
506.82,2.950e+0,1.103e-16,,3.728e-1,2.577e+0,1.549e-15,3.161e-8,,7.581e-27,3.954e-4
506.85,3.483e+0,1.101e-16,,6.737e-1,2.809e+0,3.712e-15,9.839e-8,,7.582e-27,1.791e-4
506.87,3.947e+0,1.100e-16,,9.841e-1,2.963e+0,6.545e-15,2.066e-7,,7.583e-27,1.040e-4
506.9,4.884e+0,1.099e-16,,1.697e+0,3.186e+0,1.498e-14,6.140e-7,,7.583e-27,4.501e-5
506.92,5.732e+0,1.098e-16,,2.404e+0,3.328e+0,2.561e-14,1.250e-6,,7.584e-27,2.544e-5
506.95,7.481e+0,1.096e-16,,3.958e+0,3.523e+0,5.599e-14,3.550e-6,,7.585e-27,1.086e-5
506.97,9.069e+0,1.095e-16,,5.433e+0,3.636e+0,9.288e-14,7.009e-6,,7.585e-27,6.513e-6
507,1.231e+1,1.094e-16,,8.537e+0,3.772e+0,1.940e-13,1.901e-5,,7.586e-27,4.355e-6
507.02,1.520e+1,1.093e-16,,1.136e+1,3.834e+0,3.122e-13,3.640e-5,,7.586e-27,5.088e-6
507.05,2.092e+1,1.091e-16,,1.704e+1,3.878e+0,6.230e-13,9.429e-5,,7.587e-27,9.995e-6
507.07,2.586e+1,1.090e-16,,2.199e+1,3.872e+0,9.727e-13,1.751e-4,,7.588e-27,1.730e-5
507.1,3.528e+1,1.088e-16,,3.147e+1,3.806e+0,1.855e-12,4.333e-4,,7.588e-27,3.994e-5
507.12,4.309e+1,1.087e-16,,3.936e+1,3.725e+0,2.811e-12,7.806e-4,,7.589e-27,6.912e-5
507.15,5.735e+1,1.086e-16,,5.379e+1,3.557e+0,5.126e-12,1.845e-3,,7.590e-27,1.540e-4
507.17,6.863e+1,1.085e-16,,6.521e+1,3.418e+0,7.537e-12,3.224e-3,,7.590e-27,2.587e-4
507.19,8.136e+1,1.084e-16,,7.808e+1,3.264e+0,1.095e-11,5.565e-3,,7.591e-27,4.292e-4
507.22,1.030e+2,1.082e-16,,9.996e+1,3.020e+0,1.876e-11,1.234e-2,,7.591e-27,8.965e-4
507.24,1.189e+2,1.081e-16,,1.160e+2,2.858e+0,2.645e-11,2.066e-2,,7.592e-27,1.442e-3
507.27,1.445e+2,1.080e-16,,1.418e+2,2.630e+0,4.334e-11,4.375e-2,,7.593e-27,2.875e-3
507.29,1.621e+2,1.079e-16,,1.595e+2,2.498e+0,5.936e-11,7.106e-2,,7.593e-27,4.484e-3
507.32,1.885e+2,1.077e-16,,1.861e+2,2.339e+0,9.306e-11,1.438e-1,,7.594e-27,8.534e-3
507.34,2.055e+2,1.076e-16,,2.030e+2,2.264e+0,1.238e-10,2.266e-1,,7.594e-27,1.291e-2
507.37,2.286e+2,1.075e-16,,2.259e+2,2.200e+0,1.857e-10,4.380e-1,,7.595e-27,2.344e-2
507.39,2.418e+2,1.074e-16,,2.389e+2,2.188e+0,2.400e-10,6.694e-1,,7.596e-27,3.437e-2
507.42,2.573e+2,1.072e-16,,2.538e+2,2.209e+0,3.448e-10,1.237e+0,,7.596e-27,5.960e-2
507.44,2.644e+2,1.071e-16,,2.602e+2,2.243e+0,4.329e-10,1.833e+0,,7.597e-27,8.471e-2
507.47,2.696e+2,1.069e-16,,2.639e+2,2.310e+0,5.959e-10,3.236e+0,,7.598e-27,1.402e-1
507.49,2.695e+2,1.068e-16,,2.623e+2,2.356e+0,7.270e-10,4.655e+0,,7.598e-27,1.932e-1
507.52,2.644e+2,1.067e-16,,2.538e+2,2.415e+0,9.591e-10,7.852e+0,,7.599e-27,3.054e-1
507.54,2.584e+2,1.066e-16,,2.445e+2,2.440e+0,1.137e-9,1.096e+1,,7.599e-27,4.079e-1
507.56,2.508e+2,1.065e-16,,2.327e+2,2.447e+0,1.334e-9,1.511e+1,,7.600e-27,5.382e-1
507.59,2.381e+2,1.063e-16,,2.110e+2,2.419e+0,1.659e-9,2.392e+1,,7.601e-27,7.970e-1
507.61,2.300e+2,1.062e-16,,1.946e+2,2.372e+0,1.891e-9,3.200e+1,,7.601e-27,1.020e+0
507.64,2.206e+2,1.061e-16,,1.684e+2,2.260e+0,2.256e-9,4.840e+1,,7.602e-27,1.441e+0
507.66,2.174e+2,1.060e-16,,1.506e+2,2.159e+0,2.502e-9,6.283e+1,,7.602e-27,1.787e+0
507.69,2.197e+2,1.058e-16,,1.244e+2,1.976e+0,2.862e-9,9.085e+1,,7.603e-27,2.412e+0
507.71,2.270e+2,1.057e-16,,1.079e+2,1.838e+0,3.087e-9,1.144e+2,,7.604e-27,2.899e+0
507.74,2.486e+2,1.056e-16,,8.505e+1,1.618e+0,3.388e-9,1.582e+2,,7.604e-27,3.735e+0
507.76,2.706e+2,1.055e-16,,7.147e+1,1.470e+0,3.556e-9,1.933e+2,,7.605e-27,4.353e+0
507.79,3.159e+2,1.053e-16,,5.379e+1,1.256e+0,3.744e-9,2.555e+2,,7.606e-27,5.353e+0
507.81,3.541e+2,1.052e-16,,4.382e+1,1.124e+0,3.823e-9,3.031e+2,,7.606e-27,6.049e+0
507.84,4.227e+2,1.050e-16,,3.147e+1,9.527e-1,3.863e-9,3.831e+2,,7.607e-27,7.100e+0
507.86,4.748e+2,1.049e-16,,2.486e+1,8.588e-1,3.836e-9,4.413e+2,,7.607e-27,7.779e+0
507.89,5.601e+2,1.048e-16,,1.704e+1,7.530e-1,3.719e-9,5.336e+2,,7.608e-27,8.716e+0
507.91,6.199e+2,1.047e-16,,1.305e+1,7.068e-1,3.592e-9,5.969e+2,,7.609e-27,9.258e+0
507.93,6.802e+2,1.046e-16,,9.864e+0,6.802e-1,3.432e-9,6.600e+2,,7.609e-27,9.712e+0
507.96,7.683e+2,1.044e-16,,6.336e+0,6.749e-1,3.138e-9,7.511e+2,,7.610e-27,1.020e+1
507.98,8.229e+2,1.043e-16,,4.644e+0,6.924e-1,2.915e-9,8.072e+2,,7.610e-27,1.037e+1
508.01,8.949e+2,1.042e-16,,2.847e+0,7.450e-1,2.556e-9,8.809e+2,,7.611e-27,1.039e+1
508.03,9.343e+2,1.041e-16,,2.023e+0,7.938e-1,2.309e-9,9.213e+2,,7.612e-27,1.025e+1
508.06,9.779e+2,1.039e-16,,1.184e+0,8.805e-1,1.941e-9,9.661e+2,,7.612e-27,9.805e+0
508.08,9.958e+2,1.038e-16,,8.155e-1,9.426e-1,1.704e-9,9.847e+2,,7.613e-27,9.373e+0
508.11,1.005e+3,1.037e-16,,4.555e-1,1.034e+0,1.373e-9,9.952e+2,,7.614e-27,8.560e+0
508.13,1.000e+3,1.036e-16,,3.043e-1,1.090e+0,1.171e-9,9.910e+2,,7.614e-27,7.934e+0
508.16,9.778e+2,1.034e-16,,1.625e-1,1.158e+0,9.037e-10,9.696e+2,,7.615e-27,6.916e+0
508.18,9.541e+2,1.033e-16,,1.055e-1,1.191e+0,7.493e-10,9.466e+2,,7.615e-27,6.215e+0
508.21,9.081e+2,1.031e-16,,5.473e-2,1.215e+0,5.535e-10,9.017e+2,,7.616e-27,5.172e+0
508.23,8.724e+2,1.030e-16,,3.577e-2,1.214e+0,4.458e-10,8.666e+2,,7.617e-27,4.505e+0
508.26,8.140e+2,1.029e-16,,2.116e-2,1.186e+0,3.152e-10,8.092e+2,,7.617e-27,3.579e+0
508.28,7.733e+2,1.028e-16,,1.796e-2,1.150e+0,2.466e-10,7.692e+2,,7.618e-27,3.023e+0
508.3,7.323e+2,1.027e-16,,1.907e-2,1.103e+0,1.906e-10,7.287e+2,,7.618e-27,2.521e+0
508.33,6.713e+2,1.025e-16,,2.935e-2,1.013e+0,1.267e-10,6.684e+2,,7.619e-27,1.877e+0
508.35,6.316e+2,1.024e-16,,4.364e-2,9.447e-1,9.507e-11,6.291e+2,,7.620e-27,1.518e+0
508.38,5.738e+2,1.023e-16,,8.225e-2,8.353e-1,6.044e-11,5.718e+2,,7.620e-27,1.079e+0
508.4,5.365e+2,1.022e-16,,1.253e-1,7.617e-1,4.403e-11,5.348e+2,,7.621e-27,8.457e-1
508.43,4.823e+2,1.020e-16,,2.313e-1,6.570e-1,2.677e-11,4.809e+2,,7.622e-27,5.738e-1
508.45,4.472e+2,1.019e-16,,3.433e-1,5.946e-1,1.892e-11,4.458e+2,,7.622e-27,4.363e-1
508.48,3.958e+2,1.018e-16,,6.066e-1,5.178e-1,1.100e-11,3.944e+2,,7.623e-27,2.830e-1
508.5,3.624e+2,1.017e-16,,8.732e-1,4.805e-1,7.543e-12,3.609e+2,,7.623e-27,2.091e-1
508.53,3.140e+2,1.015e-16,,1.473e+0,4.494e-1,4.189e-12,3.120e+2,,7.624e-27,1.307e-1
508.55,2.831e+2,1.014e-16,,2.056e+0,4.467e-1,2.788e-12,2.805e+2,,7.625e-27,9.505e-2
508.58,2.392e+2,1.012e-16,,3.313e+0,4.720e-1,1.480e-12,2.354e+2,,7.626e-27,6.005e-2
508.6,2.121e+2,1.011e-16,,4.484e+0,5.086e-1,9.553e-13,2.071e+2,,7.626e-27,4.617e-2
508.63,1.753e+2,1.010e-16,,6.897e+0,5.929e-1,4.844e-13,1.678e+2,,7.627e-27,3.625e-2
508.65,1.537e+2,1.009e-16,,9.049e+0,6.677e-1,3.034e-13,1.440e+2,,7.627e-27,3.581e-2
508.68,1.263e+2,1.007e-16,,1.329e+1,8.045e-1,1.469e-13,1.122e+2,,7.628e-27,4.376e-2
508.7,1.116e+2,1.006e-16,,1.691e+1,9.095e-1,8.925e-14,9.373e+1,,7.629e-27,5.507e-2
508.72,9.976e+1,1.005e-16,,2.125e+1,1.023e+0,5.355e-14,7.742e+1,,7.629e-27,7.182e-2
508.75,8.744e+1,1.004e-16,,2.925e+1,1.202e+0,2.433e-14,5.688e+1,,7.630e-27,1.091e-1
508.77,8.275e+1,1.003e-16,,3.563e+1,1.324e+0,1.416e-14,4.565e+1,,7.630e-27,1.438e-1
508.8,8.064e+1,1.001e-16,,4.683e+1,1.501e+0,6.140e-15,3.209e+1,,7.631e-27,2.141e-1
508.82,8.221e+1,1.000e-16,,5.532e+1,1.611e+0,3.465e-15,2.500e+1,,7.632e-27,2.754e-1
508.85,8.837e+1,9.986e-17,,6.941e+1,1.755e+0,1.435e-15,1.681e+1,,7.632e-27,3.930e-1
508.87,9.454e+1,9.976e-17,,7.951e+1,1.835e+0,7.855e-16,1.271e+1,,7.633e-27,4.906e-1
508.9,1.060e+2,9.960e-17,,9.524e+1,1.927e+0,3.107e-16,8.162e+0,,7.634e-27,6.689e-1
508.92,1.145e+2,9.950e-17,,1.058e+2,1.968e+0,1.649e-16,5.984e+0,,7.634e-27,8.099e-1
